"# sample","citing DOI","reference count","# reference","DOI","reference","key","author","year","article-title","journal-title","volume","issue","first-page","volume-title","edition","series-title","standards-body","ISSN","issn-type","ISBN","isbn-type","component","unstructured"
"576","10.1039/c6ra20331k","42","34",NA,"C6RA20331K-(cit34)/*[position()=1], Kittel, 2005, 
          
            C.
            Kittel
          , Introduction to solid state physics, J. Wiley, Hoboken, NJ, 8th edn, 2005, Introduction to solid state physics","C6RA20331K-(cit34)/*[position()=1]","Kittel","2005",NA,NA,"Introduction to solid state physics",NA,NA,"Introduction to solid state physics",NA,NA,NA,NA,NA,NA,NA,NA,"
          
            C.
            Kittel
          , Introduction to solid state physics, J. Wiley, Hoboken, NJ, 8th edn, 2005"
"577","10.1080/01630563.2015.1066388","18","1","10.1016/j.nonrwa.2008.01.017","CIT0001, 10.1016/j.nonrwa.2008.01.017, publisher","CIT0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","10.1007/s13369-016-2250-z","37","33",NA,"2250_CR33, 84, 8, S. Tamilselvi, 2015, Tamilselvi S., Asaithambi M.: Column mode adsorption studies of acid dye using a novel adsorbent. Rasayan J. Chem. 8, 84–91 (2015), Rasayan J. Chem.","2250_CR33","S. Tamilselvi","2015",NA,"Rasayan J. Chem.","8",NA,"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tamilselvi S., Asaithambi M.: Column mode adsorption studies of acid dye using a novel adsorbent. Rasayan J. Chem. 8, 84–91 (2015)"
"579","10.1530/joe-15-0289","50","22","10.1016/j.diabres.2013.04.010","2015110216231961000_227.2.R13.22, 10.1016/j.diabres.2013.04.010, publisher","2015110216231961000_227.2.R13.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","10.1186/2197-425x-3-s1-a83","1","1","10.1097/CCM.0000000000000780","10.1186/2197-425X-3-S1-A83-B1, 10.1097/CCM.0000000000000780, publisher","10.1186/2197-425X-3-S1-A83-B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","10.1590/1807-57622014.1152","42","41","10.1590/S1414-32832013005000012","45, ref41, crossref, 287, 10.1590/S1414-32832013005000012, Apoio matricial em saúde mental na atenção primária à saúde: uma análise da produção científica e documental, 17, Bonfim IG, 2013, Interface (Botucatu)","ref41","Bonfim IG","2013","Apoio matricial em saúde mental na atenção primária à saúde: uma análise da produção científica e documental","Interface (Botucatu)","17","45","287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","10.1007/s11042-015-3082-7","20","14","10.1109/ICIP.2013.6738184","3082_CR14, Peng Y-T, Cheng F-C, Jan L-M, Ruan S-J (2013) Histogram shrinking for power-saving contrast enhancement. In: Proceedings of the international conference image processing (ICIP), pp 891– 894, 10.1109/ICIP.2013.6738184, crossref","3082_CR14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peng Y-T, Cheng F-C, Jan L-M, Ruan S-J (2013) Histogram shrinking for power-saving contrast enhancement. In: Proceedings of the international conference image processing (ICIP), pp 891– 894"
"583","10.1152/jn.00343.2016","65","6","10.1152/jn.01170.2003","B6, 10.1152/jn.01170.2003, publisher","B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","10.1515/bejeap-2017-0119","57","28",NA,"ref111, 2001, Risky Behavior among Youths: An Economic Analysis","ref111",NA,"2001",NA,NA,"Risky Behavior among Youths: An Economic Analysis",NA,NA,"Risky Behavior among Youths: An Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","10.1007/s12540-015-5027-0","24","16","10.1016/S1003-6326(11)61482-9","5027_CR16, crossref, 2439, 10.1016/S1003-6326(11)61482-9, 22, M. Y. Zhang, 2012, M. Y. Zhang, F. Liu, Z. Chen, H. J. Guo, G. Q. Yue, and K. Yang, T. Nonferr. Metal. Soc. 22, 2439 (2012)., T. Nonferr. Metal. Soc.","5027_CR16","M. Y. Zhang","2012",NA,"T. Nonferr. Metal. Soc.","22",NA,"2439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Y. Zhang, F. Liu, Z. Chen, H. J. Guo, G. Q. Yue, and K. Yang, T. Nonferr. Metal. Soc. 22, 2439 (2012)."
"586","10.12968/coan.2015.20.1.50","7","1",NA,"B1, Bushell M, 2013, Leaf Insects","B1","Bushell M","2013",NA,NA,"Leaf Insects",NA,NA,"Leaf Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","10.1186/s12909-017-1036-7","30","24","10.1097/ACM.0000000000001204","1036_CR24, crossref, 1352, 10.1097/ACM.0000000000001204, 91, R Englander, 2016, Englander R, Flynn T, Call S, Carraccio C, Cleary L, Fulton TB, Garrity MJ, Lieberman SA, Lindeman B, Lypson LM, Minter RM, Rosenfield J, Thomas J, Wilson MC, Aschenbrener AC. Toward defining the foundation of the MD degree: core entrustable professional activities for entering residency. Acad Med. 2016;91:1352–8., Acad Med","1036_CR24","R Englander","2016",NA,"Acad Med","91",NA,"1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Englander R, Flynn T, Call S, Carraccio C, Cleary L, Fulton TB, Garrity MJ, Lieberman SA, Lindeman B, Lypson LM, Minter RM, Rosenfield J, Thomas J, Wilson MC, Aschenbrener AC. Toward defining the foundation of the MD degree: core entrustable professional activities for entering residency. Acad Med. 2016;91:1352–8."
"588","10.21595/jve.2016.17212","24","5","10.1007/s00419-009-0358-2","key-10.21595/jve.2016.17212-cit5, Gao S., Long X., Meng G. Nonlinear response and stability of a spindle system supported by ball bearings. Archive of Applied Mechanics, Vol. 80, Issue 9, 2010, p. 1069-1081., 10.1007/s00419-009-0358-2, crossref","key-10.21595/jve.2016.17212-cit5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gao S., Long X., Meng G. Nonlinear response and stability of a spindle system supported by ball bearings. Archive of Applied Mechanics, Vol. 80, Issue 9, 2010, p. 1069-1081."
"589","10.1111/zoj.12426","47","13",NA,"10.1111/zoj.12426-BIB0013|zoj12426-cit-0013, Ellerman, 1951, Checklist of Palaearctic and Indian mammals 1758 to 1946","10.1111/zoj.12426-BIB0013|zoj12426-cit-0013","Ellerman","1951",NA,NA,"Checklist of Palaearctic and Indian mammals 1758 to 1946",NA,NA,"Checklist of Palaearctic and Indian mammals 1758 to 1946",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","10.1007/s40520-016-0678-3","39","20","10.1093/ageing/afs186","678_CR20, crossref, 186, 10.1093/ageing/afs186, 42, C Matheï, 2013, Matheï C, Van Pottelbergh G, Vaes B et al (2013) No relation between vitamin D status and physical performance in the oldest old: results from the Belfrail study. Age Ageing 42:186–190, Age Ageing","678_CR20","C Matheï","2013",NA,"Age Ageing","42",NA,"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matheï C, Van Pottelbergh G, Vaes B et al (2013) No relation between vitamin D status and physical performance in the oldest old: results from the Belfrail study. Age Ageing 42:186–190"
"591","10.3758/s13423-015-0877-5","13","12",NA,"877_CR12, 97, 51B, JH Wearden, 1998, Wearden, J. H., Edwards, H., Fakhri, M., & Percival, A. (1998). Why “sounds are judged longer than lights”: Application of a model of the internal clock in humans. Quarterly Journal of Experimental Psychology, 51B, 97–120. doi: 10.1080/713932672, Quarterly Journal of Experimental Psychology","877_CR12","JH Wearden","1998",NA,"Quarterly Journal of Experimental Psychology","51B",NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wearden, J. H., Edwards, H., Fakhri, M., & Percival, A. (1998). Why “sounds are judged longer than lights”: Application of a model of the internal clock in humans. Quarterly Journal of Experimental Psychology, 51B, 97–120. doi: 10.1080/713932672"
"592","10.1177/0734242x14565210","49","20","10.1016/S0008-6223(01)00299-8","bibr22-0734242X14565210, 10.1016/S0008-6223(01)00299-8, publisher","bibr22-0734242X14565210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","10.1039/c7py00484b","31","15","10.1002/adma.201502896","C7PY00484B-(cit6a)/*[position()=1], Gao, 27, 6753, 2015, Adv. Mater., 10.1002/adma.201502896, crossref","C7PY00484B-(cit6a)/*[position()=1]","Gao","2015",NA,"Adv. Mater.","27",NA,"6753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","10.1590/2317-6369000125815","22","18",NA,"2, ref18, 121, A construção de um observatório de práticas da Política Nacional de Humanização do Sistema Único de Saúde: a experiência do Rio Grande do Sul, 20, Paulon SM, 2006, Boletim da Saúde","ref18","Paulon SM","2006","A construção de um observatório de práticas da Política Nacional de Humanização do Sistema Único de Saúde: a experiência do Rio Grande do Sul","Boletim da Saúde","20","2","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","10.1126/science.aaa2886","12","5","10.1038/nrmicro3200","5_47721133, http://id.crossref.org/issn/1740-1526, print, 12, 159, 2014, Nature reviews. Microbiology, 10.1038/nrmicro3200, crossref","5_47721133",NA,"2014",NA,"Nature reviews. Microbiology","12",NA,"159",NA,NA,NA,NA,"http://id.crossref.org/issn/1740-1526","print",NA,NA,NA,NA
"596","10.1557/mrs.2015.8","10","4",NA,"S0883769415000081_ref5, 2011, Electronic Thin-Film Reliability","S0883769415000081_ref5",NA,"2011",NA,NA,"Electronic Thin-Film Reliability",NA,NA,"Electronic Thin-Film Reliability",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","10.1007/s11059-016-0335-z","60","53",NA,"335_CR50, 1303, The Riverside Shakespeare, W Shakespeare, 1997, Shakespeare, W. (1997). King Lear. In G. B. Evans & J. J. M. Tobin (Eds.), The Riverside Shakespeare (2nd ed., pp. 1303–1343). Boston: Houghton Mifflin., 2","335_CR50","W Shakespeare","1997",NA,NA,"The Riverside Shakespeare",NA,"1303","The Riverside Shakespeare","2",NA,NA,NA,NA,NA,NA,NA,"Shakespeare, W. (1997). King Lear. In G. B. Evans & J. J. M. Tobin (Eds.), The Riverside Shakespeare (2nd ed., pp. 1303–1343). Boston: Houghton Mifflin."
"598","10.4000/cadernosaa.1104","3","1","10.4000/cadernosaa.989","ref0, 10.4000/cadernosaa.989, publisher","ref0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","10.1259/bjr.20160870","23","1","10.1007/s00405-011-1597-8","b1, 10.1007/s00405-011-1597-8, publisher","b1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","10.1007/s12564-015-9367-8","88","49","10.1207/s15326934crj1804_3","4, 9367_CR49, crossref, 435, 10.1207/s15326934crj1804_3, 18, H Ma, 2006, Ma, H. (2006). A synthetic analysis of the effectiveness of single components and packages in creativity training programs. Creativity Research Journal, 18(4), 435–446., Creativity Research Journal","9367_CR49","H Ma","2006",NA,"Creativity Research Journal","18","4","435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ma, H. (2006). A synthetic analysis of the effectiveness of single components and packages in creativity training programs. Creativity Research Journal, 18(4), 435–446."
"601","10.1177/0141076816662805","1","1",NA,"bibr2-0141076816662805, O'Shaughnessy WB, 1832, Report on the Chemical Pathology of Malignant Cholera","bibr2-0141076816662805","O'Shaughnessy WB","1832",NA,NA,"Report on the Chemical Pathology of Malignant Cholera",NA,NA,"Report on the Chemical Pathology of Malignant Cholera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","10.1186/s41065-017-0031-7","57","50",NA,"31_CR50, 1255, 33, CW Yang, 2007, Yang CW, Li CY, Yin HJ, Ju M, Shi DC. Physiological response of xiaobingmai (Triticum aestivum-Agropyron intermedium) to salt-stress and alkali-stress. Acta Agron Sin. 2007;33:1255–61., Acta Agron Sin","31_CR50","CW Yang","2007",NA,"Acta Agron Sin","33",NA,"1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang CW, Li CY, Yin HJ, Ju M, Shi DC. Physiological response of xiaobingmai (Triticum aestivum-Agropyron intermedium) to salt-stress and alkali-stress. Acta Agron Sin. 2007;33:1255–61."
"603","10.1002/ijc.30111","26","10","10.1111/j.1365-3016.2006.00731.x","10.1002/ijc.30111-BIB0010|ijc30111-cit-0010, crossref, 312, 10.1111/j.1365-3016.2006.00731.x, Maternal and birth characteristics in relation to childhood leukaemia, 20, Podvin, 2006, Paediatr Perinat Epidemiol","10.1002/ijc.30111-BIB0010|ijc30111-cit-0010","Podvin","2006","Maternal and birth characteristics in relation to childhood leukaemia","Paediatr Perinat Epidemiol","20",NA,"312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","10.1080/23745118.2016.1154129","16","10","10.1080/10611940.2015.1053785","CIT0012, 10.1080/10611940.2015.1053785, publisher","CIT0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","10.1007/s12185-016-2131-y","16","16","10.1371/journal.pone.0136476","2131_CR16, publisher, e0136476, 10.1371/journal.pone.0136476, 10, L Quan, 2015, Quan L, Chen X, Zhang Y, Guo X, Yan S, Liu Y. PD-1 blockade can restore functions of T-cells in Epstein-Barr virus-positive diffuse large B-cell lymphoma in vitro. PLoS ONE 2015;10:e0136476. doi: 10.1371/journal.pone.0136476, PLoS ONE","2131_CR16","L Quan","2015",NA,"PLoS ONE","10",NA,"e0136476",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quan L, Chen X, Zhang Y, Guo X, Yan S, Liu Y. PD-1 blockade can restore functions of T-cells in Epstein-Barr virus-positive diffuse large B-cell lymphoma in vitro. PLoS ONE 2015;10:e0136476. doi: 10.1371/journal.pone.0136476"
"606","10.21595/jve.2016.17151","16","7","10.7326/0003-4819-147-7-200710020-00007","key-10.21595/jve.2016.17151-cit7, Chou R., Huffman L. H. American Pain Society, American College of Physicians. Nonpharmacologic therapies for acute and chronic low back pain: a review of the evidence for an American Pain Society/American College of Physicians clinical practice guideline. Annals of Internal Medicine, Vol. 147, Issue 7, 2007, p. 492-504., 10.7326/0003-4819-147-7-200710020-00007, crossref","key-10.21595/jve.2016.17151-cit7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chou R., Huffman L. H. American Pain Society, American College of Physicians. Nonpharmacologic therapies for acute and chronic low back pain: a review of the evidence for an American Pain Society/American College of Physicians clinical practice guideline. Annals of Internal Medicine, Vol. 147, Issue 7, 2007, p. 492-504."
"607","10.1007/s10067-015-3136-2","11","5",NA,"3136_CR5, D Bull, 2013, Bull D (2013) The architect and the musician. Rijksmuseum, Amsterdam, The architect and the musician","3136_CR5","D Bull","2013",NA,NA,"The architect and the musician",NA,NA,"The architect and the musician",NA,NA,NA,NA,NA,NA,NA,NA,"Bull D (2013) The architect and the musician. Rijksmuseum, Amsterdam"
"608","10.1080/17436753.2017.1305481","18","14","10.1111/j.1151-2916.1996.tb09009.x","CIT0017, 10.1111/j.1151-2916.1996.tb09009.x, publisher","CIT0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","10.1080/10803548.2016.1275140","31","13","10.1016/S0003-6870(03)00005-X","CIT0013, 10.1016/S0003-6870(03)00005-X, publisher","CIT0013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","10.1179/1751584x15y.0000000006","16","4","10.1098/rspa.1966.0242","CIT0004, Greenwood JA, 295, 300, 1966, Proc. R. Soc, 10.1098/rspa.1966.0242, crossref","CIT0004","Greenwood JA","1966",NA,"Proc. R. Soc","295",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","10.1002/2015rs005763","18","8",NA,"10.1002/2015RS005763-BIB0009|rds20326-cit-0009, Morabito , D. D. L. D'Addario 2011 Two-element uplink array loss statistics derived from site test interferometer phase data for the Goldstone climate: Initial study results IPN Prog Rep 42-186 1 20 http://tmo/progress_report/42-186/186B.pdf","10.1002/2015RS005763-BIB0009|rds20326-cit-0009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morabito , D. D. L. D'Addario 2011 Two-element uplink array loss statistics derived from site test interferometer phase data for the Goldstone climate: Initial study results IPN Prog Rep 42-186 1 20 http://tmo/progress_report/42-186/186B.pdf"
"612","10.1038/s41598-017-08530-9","41","22","10.1097/00006454-198609000-00009","8530_CR22, crossref, 533, 10.1097/00006454-198609000-00009, 5, ME Rutger Bennet, 1986, Rutger Bennet, M. E. Fecal bacterial microflora of newborn infants during intensive care management and treatment with five antibiotic regimens. Pediatr Infect Dis 5, 533–539 (1986)., Pediatr Infect Dis","8530_CR22","ME Rutger Bennet","1986",NA,"Pediatr Infect Dis","5",NA,"533",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rutger Bennet, M. E. Fecal bacterial microflora of newborn infants during intensive care management and treatment with five antibiotic regimens. Pediatr Infect Dis 5, 533–539 (1986)."
"613","10.1063/1.4993560","52","48","10.1103/PhysRevLett.95.195501","c48/c48_1, 10.1103/PhysRevLett.95.195501, publisher","c48/c48_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","10.1002/bit.26447","73","69","10.1128/AEM.01529-12","19, 10.1002/bit.26447-BIB0069|bit26447-cit-0069, crossref, 7107, 10.1128/AEM.01529-12, Increased penicillin production in Penicillium chrysogenum production strains via balanced overexpression of isopenicillin N acyltransferase, 78, Weber, 2012, Applied and Environmental Microbiology","10.1002/bit.26447-BIB0069|bit26447-cit-0069","Weber","2012","Increased penicillin production in Penicillium chrysogenum production strains via balanced overexpression of isopenicillin N acyltransferase","Applied and Environmental Microbiology","78","19","7107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","10.1093/qjmed/hcx168","5","2","10.1136/jnnp.53.10.834","
key
				20171218054441_hcx168-B2, 53, 834, 1990, Syndromes of transient amnesia: towards a classification. A study of 153 cases, J Neurol Neurosurg Psychiatry, 10.1136/jnnp.53.10.834, crossref","
key
				20171218054441_hcx168-B2",NA,"1990","Syndromes of transient amnesia: towards a classification. A study of 153 cases","J Neurol Neurosurg Psychiatry","53",NA,"834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","10.1080/03610918.2015.1065327","19","11","10.1080/00031305.1996.10473566","cit0012, 10.1080/00031305.1996.10473566, publisher","cit0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","10.1093/heapol/czx041","87","81",NA,"
key
				20171111065717_czx041-B80, WHO—","
key
				20171111065717_czx041-B80","WHO—",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","10.1007/s10612-015-9294-3","60","24","10.1111/1467-923X.00117","9294_CR23, Gouldson, A., & Murphy, J. (1997). Ecological modernization: Restructuring industrial economies. The Political Quarterly, 68(B), 74–86., 10.1111/1467-923X.00117, crossref","9294_CR23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gouldson, A., & Murphy, J. (1997). Ecological modernization: Restructuring industrial economies. The Political Quarterly, 68(B), 74–86."
"619","10.1002/adfm.201603907","71","56","10.1016/j.addr.2012.08.015","10.1002/adfm.201603907-BIB0056|adfm201603907-cit-0056, Nam, 65, 622, 2013, Adv. Drug Delivery Rev., 10.1016/j.addr.2012.08.015, crossref","10.1002/adfm.201603907-BIB0056|adfm201603907-cit-0056","Nam","2013",NA,"Adv. Drug Delivery Rev.","65",NA,"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","10.1130/b31415.1","70","6","10.1016/j.tecto.2013.04.004","2016062315374225000_128.7-8.1193.6, 10.1016/j.tecto.2013.04.004, publisher","2016062315374225000_128.7-8.1193.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","10.5153/sro.3832","58","57","10.1111/1471-6402.00004","bibr70-sro.3832, 10.1111/1471-6402.00004, publisher","bibr70-sro.3832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","10.1002/maco.201508799","23","8","10.1016/j.cemconres.2009.08.006","10.1002/maco.201508799-BIB0008|maco201508799-cit-0008, Angst, 39, 1122, 2009, Cem. Concr. Res, 10.1016/j.cemconres.2009.08.006, crossref","10.1002/maco.201508799-BIB0008|maco201508799-cit-0008","Angst","2009",NA,"Cem. Concr. Res","39",NA,"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","10.1007/s00436-015-4544-6","25","9","10.1080/10635150500221036","5, 4544_CR9, crossref, 710, 10.1080/10635150500221036, 54, T Huyse, 2005, Huyse T, Volckaert FAM (2005) Comparing host and parasite phylogenies: Gyrodactylus flatworms jumping from goby to goby. Syst Biol 54(5):710–718, Syst Biol","4544_CR9","T Huyse","2005",NA,"Syst Biol","54","5","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huyse T, Volckaert FAM (2005) Comparing host and parasite phylogenies: Gyrodactylus flatworms jumping from goby to goby. Syst Biol 54(5):710–718"
"624","10.1002/admi.201601023","37","31","10.1038/nnano.2011.150","10.1002/admi.201601023-BIB0031|admi201601023-cit-0031, Huang, 6, 537, 2011, Nat. Nanotechnol., 10.1038/nnano.2011.150, publisher","10.1002/admi.201601023-BIB0031|admi201601023-cit-0031","Huang","2011",NA,"Nat. Nanotechnol.","6",NA,"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","10.1002/ejic.201500409","68","65","10.1006/jssc.1999.8277","10.1002/ejic.201500409-BIB65|cit65, Fosse, 145, 655, 1999, J. Solid State Chem., 10.1006/jssc.1999.8277, crossref","10.1002/ejic.201500409-BIB65|cit65","Fosse","1999",NA,"J. Solid State Chem.","145",NA,"655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
